web-scraper-order,web-scraper-start-url,building_name,address,units,stories,year,type,neighborhood,amenities,buildings,buildings-href
"1533929911-215","http://yddevelopment.herokuapp.com/125buildings2.","House: 284 West 137th Street","284 West 137th Street, New York, NY, 10030","8 units","4 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/284-West-137th-Street-10030"
"1533930796-455","http://yddevelopment.herokuapp.com/125buildings2.","Building: 66 West 138th Street","66 West 138th Street, New York, NY, 10037","20 units","5 stories","Built in 1900","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/66-West-138th-Street-10037"
"1533930409-362","http://yddevelopment.herokuapp.com/125buildings2.","Building: 188 West 134th Street","188 West 134th Street, New York, NY, 10030","3 units","4 stories","Built in 2000","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/188-West-134th-Street-10030"
"1533929339-69","http://yddevelopment.herokuapp.com/125buildings2.","House: 267 West 138th Street","267 West 138th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/267-West-138th-Street-10030"
"1533930910-489","http://yddevelopment.herokuapp.com/125buildings2.","Building: 30 West 132nd Street","30 West 132nd Street, New York, NY, 10037","10 units","5 stories","Built in 1900","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/30-West-132nd-Street-10037"
"1533929655-147","http://yddevelopment.herokuapp.com/125buildings2.","Building: 117 West 141st Street","117 West 141st Street, New York, NY, 10030","48 units","6 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/117-West-141st-Street-10030"
"1533929626-140","http://yddevelopment.herokuapp.com/125buildings2.","Building: 140 West 142nd Street","140 West 142nd Street, New York, NY, 10030","66 units","6 stories","Built in 1998","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/140-West-142nd-Street-10030"
"1533929435-90","http://yddevelopment.herokuapp.com/125buildings2.","House: 241 West 137th Street","241 West 137th Street, New York, NY, 10030","5 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/241-West-137th-Street-10030"
"1533930639-415","http://yddevelopment.herokuapp.com/125buildings2.","Building: 131 West 131st Street","131 West 131st Street, New York, NY, 10027","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/131-West-131st-Street-10027"
"1533930592-401","http://yddevelopment.herokuapp.com/125buildings2.","Building: 447 Lenox Avenue","447 Lenox Avenue, New York, NY, 10037","11 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/447-Lenox-Avenue-10037"
"1533930016-247","http://yddevelopment.herokuapp.com/125buildings2.","House: 207 West 135th Street","207 West 135th Street, New York, NY, 10030","8 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/207-West-135th-Street-10030"
"1533929763-172","http://yddevelopment.herokuapp.com/125buildings2.","Building: 138 West 140th Street","138 West 140th Street, New York, NY, 10030","48 units","6 stories","Built in 2005","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/138-West-140th-Street-10030"
"1533929724-163","http://yddevelopment.herokuapp.com/125buildings2.","Building: 108 West 141st Street","108 West 141st Street, New York, NY, 10030","55 units","7 stories","Built in 1903","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/108-West-141st-Street-10030"
"1533929580-128","http://yddevelopment.herokuapp.com/125buildings2.","House: 135 West 142nd Street","135 West 142nd Street, New York, NY, 10030","18 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/135-West-142nd-Street-10030"
"1533929942-224","http://yddevelopment.herokuapp.com/125buildings2.","House: 246 West 137th Street","246 West 137th Street, New York, NY, 10030","6 units","3 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/246-West-137th-Street-10030"
"1533930179-295","http://yddevelopment.herokuapp.com/125buildings2.","Building: 122 West 137th Street","122 West 137th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/122-West-137th-Street-10030"
"1533929884-207","http://yddevelopment.herokuapp.com/125buildings2.","Building: 125 West 137th Street","125 West 137th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/125-West-137th-Street-10030"
"1533930527-383","http://yddevelopment.herokuapp.com/125buildings2.","House: 164 West 133rd Street","164 West 133rd Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/164-West-133rd-Street-10030"
"1533930019-248","http://yddevelopment.herokuapp.com/125buildings2.","House: 209 West 135th Street","209 West 135th Street, New York, NY, 10030","9 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/209-West-135th-Street-10030"
"1533930502-376","http://yddevelopment.herokuapp.com/125buildings2.","House: 162 West 133rd Street","162 West 133rd Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/162-West-133rd-Street-10030"
"1533929984-237","http://yddevelopment.herokuapp.com/125buildings2.","House: 2548 Frederick Douglass Boulevard","2548 Frederick Douglass Boulevard, New York, NY, 10030","39 units","5 stories","Has tax abated units","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2548-8th-Avenue-10030"
"1533930523-382","http://yddevelopment.herokuapp.com/125buildings2.","Building: 166 West 133rd Street","166 West 133rd Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/166-West-133rd-Street-10030"
"1533929898-211","http://yddevelopment.herokuapp.com/125buildings2.","Building: 137 West 137th Street","137 West 137th Street, New York, NY, 10030","56 units","6 stories","Built in 1930","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Cats and Dogs Allowed
                
              
            
            
              
                
              
              
                
                  Elevator
                
              
            
        
          
              
                  Live-in Super
              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/137-West-137th-Street-10030"
"1533930354-346","http://yddevelopment.herokuapp.com/125buildings2.","House: 115 West 135th Street","115 West 135th Street, New York, NY, 10030","18 units","6 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/115-West-135th-Street-10030"
"1533929564-123","http://yddevelopment.herokuapp.com/125buildings2.","Building: 102 West 143rd Street","102 West 143rd Street, New York, NY, 10030","null","null","null","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/102-West-143rd-Street-10030"
"1533929265-47","http://yddevelopment.herokuapp.com/125buildings2.","House: 222 West 139th Street","222 West 139th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/222-West-139th-Street-10030"
"1533930169-292","http://yddevelopment.herokuapp.com/125buildings2.","Building: 174 West 137th Street","174 West 137th Street, New York, NY, 10030","21 units","5 stories","Built in 1950","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/174-West-137th-Street-10030"
"1533930306-332","http://yddevelopment.herokuapp.com/125buildings2.","House: 158 West 136th Street","158 West 136th Street, New York, NY, 10030","4 units","3 stories","Built in 1915","Four-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/158-West-136th-Street-10030"
"1533930831-465","http://yddevelopment.herokuapp.com/125buildings2.","House: 11 West 137th Street","11 West 137th Street, New York, NY, 10037","18 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/11-West-137th-Street-10037"
"1533930229-310","http://yddevelopment.herokuapp.com/125buildings2.","Building: 127 West 136th Street","127 West 136th Street, New York, NY, 10030","4 units","4 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/127-West-136th-Street-10030"
"1533929815-187","http://yddevelopment.herokuapp.com/125buildings2.","Building: 116 West 139th Street","116 West 139th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/116-West-139th-Street-10030"
"1533929713-161","http://yddevelopment.herokuapp.com/125buildings2.","Building: 148 West 141st Street","148 West 141st Street, New York, NY, 10030","29 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                      
      
    

              
          
            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/148-West-141st-Street-10030"
"1533930949-500","http://yddevelopment.herokuapp.com/125buildings2.","House: 67 West 130th Street","67 West 130th Street, New York, NY, 10037","5 units","4 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/67-West-130th-Street-10037"
"1533929277-51","http://yddevelopment.herokuapp.com/125buildings2.","Property: 2366 Adam C Powell Boulevard","2366 Adam C Powell Boulevard, New York, NY, 10030","6 units","4 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2366-Adam-C-Powell-Blvd-10030"
"1533930482-370","http://yddevelopment.herokuapp.com/125buildings2.","House: 163 West 133rd Street","163 West 133rd Street, New York, NY, 10030","20 units","5 stories","Built in 1926","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/163-West-133rd-Street-10030"
"1533930550-389","http://yddevelopment.herokuapp.com/125buildings2.","Building: 142 West 133rd Street","142 West 133rd Street, New York, NY, 10030","8 units","4 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/142-West-133rd-Street-10030"
"1533929271-49","http://yddevelopment.herokuapp.com/125buildings2.","Building: 210 West 139th Street","210 West 139th Street, New York, NY, 10030","2 units","3 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/210-West-139th-Street-10030"
"1533930699-432","http://yddevelopment.herokuapp.com/125buildings2.","Building: 130 West 131st Street","130 West 131st Street, New York, NY, 10027","4 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/130-West-131st-Street-10027"
"1533930138-283","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2254 Adam C Powell Boulevard","2254 Adam C Powell Boulevard, New York, NY, 10027","9 units","5 stories","Built in 1910","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/2254-Adam-C-Powell-Blvd-10027"
"1533930219-307","http://yddevelopment.herokuapp.com/125buildings2.","House: 109 West 136th Street","109 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/109-West-136th-Street-10030"
"1533930323-337","http://yddevelopment.herokuapp.com/125buildings2.","Building: 134 West 136th Street","134 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/134-West-136th-Street-10030"
"1533929489-102","http://yddevelopment.herokuapp.com/125buildings2.","House: 2473 Adam C Powell Boulevard","2473 Adam C Powell Boulevard, New York, NY, 10030","13 units","5 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/2473-Adam-C-Powell-Blvd-10030"
"1533930144-285","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2248 Adam C Powell Boulevard","2248 Adam C Powell Boulevard, New York, NY, 10027","8 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

          
              
                  Storage Available
              
          
            Outdoor Space
          
              
                  Roof Deck","Building","https://streeteasy.com/building/2248-Adam-C-Powell-Blvd-10027"
"1533930868-476","http://yddevelopment.herokuapp.com/125buildings2.","Building: Lenox Terrace","2186 Fifth Avenue, New York, NY, 10037","286 units","16 stories","Built in 1958","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

        Highlights
        
            
              
                
              
              
                
                  Doorman
                
              
            
            
              
                
              
              
                
                  Elevator
                
              
            
            
              
                
              
              
                
                  Pets Allowed
                
              
            
        
          
              
                  Laundry in Building
              
              
                  Live-in Super
              
              
                  Parking Available
              
              
                      
      
    

              
          
            Outdoor Space
          
              
                  Garden
              
          
            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/2186-5th-Avenue-10037"
"1533929888-208","http://yddevelopment.herokuapp.com/125buildings2.","House: 127 West 137th Street","127 West 137th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/127-West-137th-Street-10030"
"1533929630-141","http://yddevelopment.herokuapp.com/125buildings2.","House: 633 Lenox Avenue","633 Lenox Avenue, New York, NY, 10037","16 units","6 stories","Built in 1915","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/633-Lenox-Avenue-10037"
"1533929123-8","http://yddevelopment.herokuapp.com/125buildings2.","House: 314 West 139th Street","314 West 139th Street, New York, NY, 10030","5 units","3 stories","Built in 1901","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/314-West-139th-Street-10030"
"1533930275-324","http://yddevelopment.herokuapp.com/125buildings2.","Building: 116 West 136th Street","116 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/116-West-136th-Street-10030"
"1533930746-444","http://yddevelopment.herokuapp.com/125buildings2.","Property: 640 Lenox Avenue","640 Lenox Avenue, New York, NY, 10037","null","null","null","Commercial Building","Central Harlem","null","Building","https://streeteasy.com/building/646-Lenox-Avenue-10037"
"1533929829-191","http://yddevelopment.herokuapp.com/125buildings2.","Building: 104 West 139th Street","104 West 139th Street, New York, NY, 10030","20 units","5 stories","Built in 1900","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/104-West-139th-Street-10030"
"1533930489-372","http://yddevelopment.herokuapp.com/125buildings2.","House: 171 West 133rd Street","171 West 133rd Street, New York, NY, 10030","10 units","5 stories","Built in 1926","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/171-West-133rd-Street-10030"
"1533930189-298","http://yddevelopment.herokuapp.com/125buildings2.","House: 110 West 137th Street","110 West 137th Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/110-West-137th-Street-10030"
"1533930584-399","http://yddevelopment.herokuapp.com/125buildings2.","House: 453 Lenox Avenue","453 Lenox Avenue, New York, NY, 10037","8 units","3 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/453-Lenox-Avenue-10037"
"1533930357-347","http://yddevelopment.herokuapp.com/125buildings2.","House: 119 West 135th Street","119 West 135th Street, New York, NY, 10030","18 units","6 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/119-West-135th-Street-10030"
"1533929177-24","http://yddevelopment.herokuapp.com/125buildings2.","Building: 208 West 141st Street","208 West 141st Street, New York, NY, 10030","24 units","6 stories","Has tax abated units","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/208-West-141st-Street-10030"
"1533930619-409","http://yddevelopment.herokuapp.com/125buildings2.","House: 421 Lenox Avenue","421 Lenox Avenue, New York, NY, 10037","11 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/421-Lenox-Avenue-10037"
"1533930350-345","http://yddevelopment.herokuapp.com/125buildings2.","House: 111 West 135th Street","111 West 135th Street, New York, NY, 10030","18 units","6 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/111-West-135th-Street-10030"
"1533930252-317","http://yddevelopment.herokuapp.com/125buildings2.","House: 2321 Adam C Powell Boulevard","2321 Adam C Powell Boulevard, New York, NY, 10030","88 units","5 stories","Built in 1928","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/2321-Adam-C-Powell-Blvd-10030"
"1533930045-255","http://yddevelopment.herokuapp.com/125buildings2.","House: 233 West 135th Street","233 West 135th Street, New York, NY, 10030","8 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/233-West-135th-Street-10030"
"1533930337-341","http://yddevelopment.herokuapp.com/125buildings2.","House: 118 West 136th Street","118 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Three-Family Home","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/118-West-136th-Street-10030"
"1533929706-159","http://yddevelopment.herokuapp.com/125buildings2.","House: 152 West 141st Street","152 West 141st Street, New York, NY, 10030","10 units","5 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/152-West-141st-Street-10030"
"1533930669-424","http://yddevelopment.herokuapp.com/125buildings2.","Building: 128 West 131st Street","128 West 131st Street, New York, NY, 10027","5 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/128-West-131st-Street-10027"
"1533929174-23","http://yddevelopment.herokuapp.com/125buildings2.","Building: 212 West 141st Street","212 West 141st Street, New York, NY, 10030","18 units","6 stories","Has tax abated units","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/212-West-141st-Street-10030"
"1533930075-264","http://yddevelopment.herokuapp.com/125buildings2.","Townhouse: 2288 Adam C Powell Boulevard","2288 Adam C Powell Boulevard, New York, NY, 10030","4 units","3 stories","Built in 1910","null","Central Harlem","null","Building","https://streeteasy.com/building/2288-Adam-C-Powell-Blvd-10030"
"1533929313-61","http://yddevelopment.herokuapp.com/125buildings2.","House: 206 West 139th Street","206 West 139th Street, New York, NY, 10030","6 units","3 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/206-West-139th-Street-10030"
"1533930208-304","http://yddevelopment.herokuapp.com/125buildings2.","Property: 521 Lenox Avenue","521 Lenox Avenue, New York, NY, 10037","6 units","5 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/521-Lenox-Avenue-10037"
"1533929616-138","http://yddevelopment.herokuapp.com/125buildings2.","Building: 160 West 142nd Street","160 West 142nd Street, New York, NY, 10030","23 units","6 stories","Has tax abated units","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/160-West-142nd-Street-10030"
"1533929504-106","http://yddevelopment.herokuapp.com/125buildings2.","House: 135 West 143rd Street","135 West 143rd Street, New York, NY, 10030","22 units","6 stories","Built in 1920","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/135-West-143rd-Street-10030"
"1533930823-463","http://yddevelopment.herokuapp.com/125buildings2.","House: 7 West 137th Street","7 West 137th Street, New York, NY, 10037","18 units","6 stories","Built in 1926","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 4","Building","https://streeteasy.com/building/7-West-137th-Street-10037"
"1533930202-302","http://yddevelopment.herokuapp.com/125buildings2.","Property: 525 Lenox Avenue","525 Lenox Avenue, New York, NY, 10037","5 stories","Built in 1910","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/525-Lenox-Avenue-10037"
"1533929790-180","http://yddevelopment.herokuapp.com/125buildings2.","Building: 134 West 139th Street","134 West 139th Street, New York, NY, 10030","10 units","5 stories","Has tax abated units","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/134-West-139th-Street-10030"
"1533929481-100","http://yddevelopment.herokuapp.com/125buildings2.","House: 147 West 145th Street","147 West 145th Street, New York, NY, 10039","22 units","6 stories","Built in 1910","Multi-family","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 3","Building","https://streeteasy.com/building/147-West-145th-Street-10039"
"1533929386-78","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2352 Adam C Powell Boulevard","2352 Adam C Powell Boulevard, New York, NY, 10030","3 units","3 stories","Built in 1920","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/2352-Adam-C-Powell-Blvd-10030"
"1533929833-192","http://yddevelopment.herokuapp.com/125buildings2.","Building: 561 Lenox Avenue","561 Lenox Avenue, New York, NY, 10037","68 units","6 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/561-Lenox-Avenue-10037"
"1533929836-193","http://yddevelopment.herokuapp.com/125buildings2.","Building: 135 West 138th Street","135 West 138th Street, New York, NY, 10030","25 units","5 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/135-West-138th-Street-10030"
"1533930112-275","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2270 Adam C Powell Boulevard","2270 Adam C Powell Boulevard, New York, NY, 10030","8 units","5 stories","Built in 1910","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/2270-Adam-C-Powell-Blvd-10030"
"1533930299-330","http://yddevelopment.herokuapp.com/125buildings2.","Property: 166 West 136th Street","166 West 136th Street, New York, NY, 10030","4 units","3 stories","Built in 1910","Mixed-Use Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/166-West-136th-Street-10030"
"1533930340-342","http://yddevelopment.herokuapp.com/125buildings2.","Building: 114 West 136th Street","114 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/114-West-136th-Street-10030"
"1533930141-284","http://yddevelopment.herokuapp.com/125buildings2.","Building: 2252 Adam C Powell Boulevard","2252 Adam C Powell Boulevard, New York, NY, 10027","9 units","5 stories","Has tax abated units","Rental Building","Central Harlem","null","Building","https://streeteasy.com/building/2252-Adam-C-Powell-Blvd-10027"
"1533929959-229","http://yddevelopment.herokuapp.com/125buildings2.","Building: 226 West 137th Street","226 West 137th Street, New York, NY, 10030","3 units","3 stories","Built in 1910","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 6","Building","https://streeteasy.com/building/226-West-137th-Street-10030"
"1533930320-336","http://yddevelopment.herokuapp.com/125buildings2.","Building: 138 West 136th Street","138 West 136th Street, New York, NY, 10030","3 units","3 stories","Built in 1899","Rental Building","Central Harlem","Amenities
      
      
        StreetEasy Verified
      

            Location
          
              
                  NYC Storm Zone 5","Building","https://streeteasy.com/building/138-West-136th-Street-10030"
